,Universidad,Facultad,Dirección,Nombre,Pais,Provincia,Municipio,lng,lat
72,Universidad Argentina de la Empresa,Facultad de Administración y Negocios,Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina de la Empresa, Facultad de Administración y Negocios",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38156,-34.617
73,Universidad Argentina de la Empresa,Facultad de Arquitectura y Diseño,Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina de la Empresa, Facultad de Arquitectura y Diseño",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38156,-34.617
74,Universidad Argentina de la Empresa,Facultad de Ciencias Jurídicas y Sociales,Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina de la Empresa, Facultad de Ciencias Jurídicas y Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38156,-34.617
75,Universidad Argentina de la Empresa,Facultad de Comunicación,Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina de la Empresa, Facultad de Comunicación",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38156,-34.617
76,Universidad Argentina de la Empresa,Facultad de Comunicación y Diseño,Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina de la Empresa, Facultad de Comunicación y Diseño",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38156,-34.617
77,Universidad Argentina de la Empresa,Facultad de Ingeniería y Ciencias Exactas,Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina de la Empresa, Facultad de Ingeniería y Ciencias Exactas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38156,-34.617
78,Universidad Argentina John F. Kennedy,Escuela de Sistemas,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina John F. Kennedy, Escuela de Sistemas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3865,-34.60765
79,Universidad Argentina John F. Kennedy,Facultad de Ciencias de la Salud,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina John F. Kennedy, Facultad de Ciencias de la Salud",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3865,-34.60765
80,Universidad Argentina John F. Kennedy,Facultad de Ciencias Económicas y Empresariales,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina John F. Kennedy, Facultad de Ciencias Económicas y Empresariales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3865,-34.60765
81,Universidad Argentina John F. Kennedy,Facultad de Ciencias Psicológicas,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina John F. Kennedy, Facultad de Ciencias Psicológicas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3865,-34.60765
82,Universidad Argentina John F. Kennedy,"Facultad de Ciencias Sociales, Jurídicas y Humanas",Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina John F. Kennedy, Facultad de Ciencias Sociales, Jurídicas y Humanas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3865,-34.60765
83,Universidad Argentina John F. Kennedy,Escuela de Arquitectura,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Argentina John F. Kennedy, Escuela de Arquitectura",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3865,-34.60765
84,Universidad Austral,Facultad de Ciencias Biomédicas,Juan Domingo Perón 1500 -ex - Pilar - Buenos Aires ,"Universidad Austral, Facultad de Ciencias Biomédicas",ARG,Buenos Aires,Pilar,-58.772465,-34.4556288
85,Universidad Austral,Facultad de Ingeniería,Mariano Acosta 1901 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Facultad de Ingeniería",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4621604,-34.6499097
86,Universidad Austral,Escuela de Educación,Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Escuela de Educación",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38275,-34.59351
87,Universidad Austral,Facultad de Comunicación,Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Facultad de Comunicación",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38275,-34.59351
88,Universidad Austral,Facultad de Derecho,Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Facultad de Derecho",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38275,-34.59351
89,Universidad Austral,Instituto de Ciencias para la Familia,Mariano Acosta 1611 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Instituto de Ciencias para la Familia",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4638256,-34.6486008
90,Universidad Austral,Facultad de Ciencias Empresariales,Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Facultad de Ciencias Empresariales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38275,-34.59351
91,Universidad Austral,Escuela de Dirección y Negocios,Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad Austral, Escuela de Dirección y Negocios",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38275,-34.59351
92,Universidad CAECE,Departamento de Humanidades y Ciencias Sociales,Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad CAECE, Departamento de Humanidades y Ciencias Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37873,-34.60889
93,Universidad CAECE,Departamento de Psicología y Ciencias Pedagógicas,Junín 516 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad CAECE, Departamento de Psicología y Ciencias Pedagógicas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.39694,-34.60304
94,Universidad CAECE,Departamento de Sistemas,Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad CAECE, Departamento de Sistemas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37873,-34.60889
95,Universidad CAECE,Departamento de Administración y Ciencias Sociales,Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad CAECE, Departamento de Administración y Ciencias Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37873,-34.60889
96,Universidad CAECE,Departamento de Ciencias Biológicas,Junín 516 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad CAECE, Departamento de Ciencias Biológicas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.39694,-34.60304
97,Universidad CAECE,Departamento de Matemáticas,Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad CAECE, Departamento de Matemáticas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37873,-34.60889
98,Universidad Católica de La Plata,Facultad de Derecho y Ciencias Políticas,57 936 - La Plata - Buenos Aires ,"Universidad Católica de La Plata, Facultad de Derecho y Ciencias Políticas",ARG,Buenos Aires,La Plata,-57.9516199,-34.9248227
99,Universidad Católica de La Plata,Unidad Académica Bernal - Facultad de Arquitectura y Diseño,25 de Mayo 51 - Bernal - Buenos Aires ,"Universidad Católica de La Plata, Unidad Académica Bernal - Facultad de Arquitectura y Diseño",ARG,Buenos Aires,Quilmes,-58.28246,-34.71012
100,Universidad Católica de La Plata,Unidad Académica Bernal - Facultad de Ciencias Económicas y Sociales,25 de Mayo 51 - Bernal - Buenos Aires ,"Universidad Católica de La Plata, Unidad Académica Bernal - Facultad de Ciencias Económicas y Sociales",ARG,Buenos Aires,Quilmes,-58.28246,-34.71012
101,Universidad Católica de La Plata,Unidad Académica Bernal - Facultad de Derecho y Ciencias Políticas,25 de Mayo 51 - Bernal - Buenos Aires ,"Universidad Católica de La Plata, Unidad Académica Bernal - Facultad de Derecho y Ciencias Políticas",ARG,Buenos Aires,Quilmes,-58.28246,-34.71012
102,Universidad Católica de La Plata,Facultad de Arquitectura y Diseño,50 818 - La Plata - Buenos Aires ,"Universidad Católica de La Plata, Facultad de Arquitectura y Diseño",ARG,Buenos Aires,La Plata,-57.9541807,-34.9189219
103,Universidad Católica de La Plata,Facultad de Ciencias de la Salud,44 e/ 9 y 10 720 - La Plata - Buenos Aires ,"Universidad Católica de La Plata, Facultad de Ciencias de la Salud",ARG,Buenos Aires,La Plata,-57.9546421,-34.9145879
104,Universidad Católica de La Plata,Facultad de Ciencias Económicas y Sociales,"v. 25 47, B1900 La Plata – Buenos Aires","Universidad Católica de La Plata, Facultad de Ciencias Económicas y Sociales",ARG,Buenos Aires,La Plata,-57.9864362,-34.9181823
105,Universidad Católica de La Plata,Facultad de Ciencias Exáctas e Ingeniería,Diagonal 73 2137 - La Plata - Buenos Aires ,"Universidad Católica de La Plata, Facultad de Ciencias Exáctas e Ingeniería",ARG,Buenos Aires,La Plata,-57.9622086,-34.9216576
106,Universidad Católica de La Plata,Facultad de Humanidades,11 e/ 51 y 53 972 - La Plata - Buenos Aires ,"Universidad Católica de La Plata, Facultad de Humanidades",ARG,Buenos Aires,La Plata,-57.81343,-34.95993
107,Universidad Católica de La Plata,Facultad de Odontología,"Av. 13 680, X5018ADN La Plata – Buenos Aires","Universidad Católica de La Plata, Facultad de Odontología",ARG,Buenos Aires,La Plata,-57.9596661,-34.9176399
108,Universidad Católica de Santiago del Estero,Departamento Académico Buenos Aires,Corrientes 180 - Olivos - Buenos Aires ,"Universidad Católica de Santiago del Estero, Departamento Académico Buenos Aires",ARG,Buenos Aires,Vicente López,-58.4769836,-34.5071798
109,Universidad de Belgrano,Facultad de Arquitectura y Urbanismo,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Arquitectura y Urbanismo",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4441269,-34.5645538
110,Universidad de Belgrano,Facultad de Humanidades,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Humanidades",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4441269,-34.5645538
111,Universidad de Belgrano,Facultad de Ciencias de la Salud,Villanueva 1324 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Ciencias de la Salud",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.44267,-34.5654899
112,Universidad de Belgrano,Facultad de Ciencias Exactas y Naturales,Villanueva 1324 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Ciencias Exactas y Naturales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.44267,-34.5654899
113,Universidad de Belgrano,Facultad de Ciencias Económicas,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Ciencias Económicas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4441269,-34.5645538
114,Universidad de Belgrano,Facultad de Derecho y Ciencias Sociales,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Derecho y Ciencias Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4441269,-34.5645538
115,Universidad de Belgrano,Facultad de Ciencias Agrarias,Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Ciencias Agrarias",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37344,-34.6085
116,Universidad de Belgrano,Facultad de Estudios para Graduados,Lavalle 485 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Estudios para Graduados",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37363,-34.60211
117,Universidad de Belgrano,Facultad de Humanidades - Escuela de Lenguas y Estudios Extranjeros,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Humanidades - Escuela de Lenguas y Estudios Extranjeros",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4441269,-34.5645538
118,Universidad de Belgrano,Facultad de Ingeniería Y Tecnología Informática,Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Facultad de Ingeniería Y Tecnología Informática",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37344,-34.6085
119,Universidad de Belgrano,Escuela de Posgrado en Negocios,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Belgrano, Escuela de Posgrado en Negocios",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4441269,-34.5645538
120,Universidad de Buenos Aires,Facultad de Arquitectura Diseño y Urbanismo,Intendente Güiraldes 2160 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Arquitectura Diseño y Urbanismo",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.43995,-34.54684
121,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,Intendente Güiraldes 2160 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.43995,-34.54684
122,Universidad de Buenos Aires,Facultad de Agronomía,Av. San Martín 4453 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Agronomía",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.48238,-34.59807
123,Universidad de Buenos Aires,Facultad de Ciencias Veterinarias,Chorroarín 280 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Ciencias Veterinarias",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4775,-34.5962099
124,Universidad de Buenos Aires,Facultad de Filosofía y Letras,Puán 480 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Filosofía y Letras",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.4467,-34.62831
125,Universidad de Buenos Aires,Facultad de Derecho,Av.Pte.F.Alcorta 2263 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Derecho",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.37344,-34.6085
126,Universidad de Buenos Aires,Facultad de Psicología,Hipólito Irigoyen 3238 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Psicología",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.50476,-34.6727
127,Universidad de Buenos Aires,Rectorado,Viamonte 430 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Rectorado",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3732,-34.59974
128,Universidad de Buenos Aires,Facultad de Odontología,MarceloT.de Alvear 2142 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Odontología",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3981163,-34.597186
129,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,Junín 954 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3974584,-34.597903
130,Universidad de Buenos Aires,Facultad de Medicina,Paraguay 2155 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Medicina",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3983601,-34.5984986
131,Universidad de Buenos Aires,Facultad de Ciencias Económicas,Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Ciencias Económicas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3975359,-34.5997737
132,Universidad de Buenos Aires,Facultad de Ciencias Sociales,Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Ciencias Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.3995,-34.59698
133,Universidad de Buenos Aires,Facultad de Ingeniería,Paseo Colón 850 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Buenos Aires, Facultad de Ingeniería",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.44631,-34.68477
134,Universidad de Ciencias Empresariales y Sociales,Departamento de Posgrados,Paraguay 1338 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Departamento de Posgrados",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38613,-34.59823
135,Universidad de Ciencias Empresariales y Sociales,UCES San Isidro,Chile 343 - San Isidro - Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, UCES San Isidro",ARG,Buenos Aires,San Isidro,-58.5171637,-34.4653777
136,Universidad de Ciencias Empresariales y Sociales,UCES Olivos,Roma 650 - Olivos - Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, UCES Olivos",ARG,Buenos Aires,Vicente López,-58.48491,-34.50255
137,Universidad de Ciencias Empresariales y Sociales,Sede Cañuelas,Hipólito Yrigoyen 405 - La Noria - Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Sede Cañuelas",ARG,Buenos Aires,Canuelas,-58.767444,-35.051306
138,Universidad de Ciencias Empresariales y Sociales,Facultad de Ciencias de la Comunicación,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Facultad de Ciencias de la Comunicación",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38711,-34.5983
139,Universidad de Ciencias Empresariales y Sociales,Facultad de Ciencias de la Salud,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Facultad de Ciencias de la Salud",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38711,-34.5983
140,Universidad de Ciencias Empresariales y Sociales,Facultad de Ciencias Económicas,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Facultad de Ciencias Económicas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38711,-34.5983
141,Universidad de Ciencias Empresariales y Sociales,Facultad de Ciencias Empresariales,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Facultad de Ciencias Empresariales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38711,-34.5983
142,Universidad de Ciencias Empresariales y Sociales,Facultad de Ciencias Jurídicas y Políticas,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Facultad de Ciencias Jurídicas y Políticas",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38711,-34.5983
143,Universidad de Ciencias Empresariales y Sociales,Facultad de Psicología y Ciencias Sociales,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Ciencias Empresariales y Sociales, Facultad de Psicología y Ciencias Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.38711,-34.5983
144,Universidad de Ciencias Empresariales y Sociales,Pilar,"Av. Dr. Honorio Pueyrredón 463, Pilar – Buenos Aires","Universidad de Ciencias Empresariales y Sociales, Pilar",ARG,Buenos Aires,Pilar,-58.904678,-34.4481968
145,Universidad de Flores,Facultad de Actividad Física y Deporte,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Flores, Facultad de Actividad Física y Deporte",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.46276,-34.63249
146,Universidad de Flores,Facultad de Administración,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Flores, Facultad de Administración",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.46276,-34.63249
147,Universidad de Flores,Facultad de Derecho,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Flores, Facultad de Derecho",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.46276,-34.63249
148,Universidad de Flores,Facultad de Ingeniería,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Flores, Facultad de Ingeniería",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.46276,-34.63249
149,Universidad de Flores,Facultad de Planeamiento,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Flores, Facultad de Planeamiento",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.46276,-34.63249
150,Universidad de Flores,Facultad de Psicología y Ciencias Sociales,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de Flores, Facultad de Psicología y Ciencias Sociales",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.46276,-34.63249
151,Universidad de la Defensa Nacional,Facultad del Ejército,Av Cabildo 65 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Defensa Nacional, Facultad del Ejército",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.43662,-34.57426
152,Universidad de la Defensa Nacional,Facultad de la Armada,Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Defensa Nacional, Facultad de la Armada",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.376576,-34.6051698
153,Universidad de la Defensa Nacional,Facultad de la Fuerza Aérea,Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Defensa Nacional, Facultad de la Fuerza Aérea",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.376576,-34.6051698
154,Universidad de la Marina Mercante,"Facultad de Ciencias Jurídicas, Sociales y de la Comunicación",Av. Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Marina Mercante, Facultad de Ciencias Jurídicas, Sociales y de la Comunicación",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.39841,-34.60968
155,Universidad de la Marina Mercante,Facultad de Humanidades,Av. Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Marina Mercante, Facultad de Humanidades",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.39841,-34.60968
156,Universidad de la Marina Mercante,Facultad de Administración y Economía,Av. Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Marina Mercante, Facultad de Administración y Economía",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.39841,-34.60968
157,Universidad de la Marina Mercante,Facultad de Ingeniería,Av. Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Universidad de la Marina Mercante, Facultad de Ingeniería",ARG,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,-58.39841,-34.60968
158,Universidad de Morón,"Facultad de Derecho, Ciencias Políticas y Sociales",Machado 854 - Moron - Buenos Aires ,"Universidad de Morón, Facultad de Derecho, Ciencias Políticas y Sociales",ARG,Buenos Aires,Morón,-58.6204543,-34.6464148
